row,station_number,city,station_name,operational_status,latitude,longitude,coords_source,google_place_name,google_address,place_id,original_short_url,google_maps_link,notes
175,AS129,عسير,محطة الجنوب,Franchises,18.829893,43.233825,dropped_pin,,,,https://maps.app.goo.gl/ihDU4kXzjVTZ7icK8,"https://www.google.com/maps?q=18.8298930,43.2338250",
176,MK322,جدة,محطة الياقوت,Franchises,21.781861,39.07002,dropped_pin,,,,https://maps.app.goo.gl/36kkyEATST4uB7es8,"https://www.google.com/maps?q=21.7818610,39.0700200",
177,EP325,الشرقية,رمكو البطحاء,Franchises,24.135421,49.222719,dropped_pin,,,,https://maps.app.goo.gl/sXwvdskpQsPfkHCC6,"https://www.google.com/maps?q=24.1354210,49.2227190",تنبيه: الموقع يبعد ~268 كم عن الشرقية — تحقق من صحة الرابط في الجدول
178,QS330,القصيم,محطة القويع,Franchises,26.33106,43.949766,dropped_pin,,,,https://maps.app.goo.gl/Ywy97T2jvgG6EB4w8,"https://www.google.com/maps?q=26.3310600,43.9497660",
179,QS331,القصيم,محطة البصر,Franchises,26.301671,43.850588,dropped_pin,,,,https://maps.app.goo.gl/3Wfka8KZnutEo3UA6,"https://www.google.com/maps?q=26.3016710,43.8505880",
180,QS332,القصيم,محطة البدائع,Franchises,25.97675,43.754599,dropped_pin,,,,https://maps.app.goo.gl/rgtwiZQ8XAj1ffoy6,"https://www.google.com/maps?q=25.9767500,43.7545990",
181,AS180,عسير,محطة المركاض,Franchises,18.6082742,42.6811212,google_place,JM5J+8F8,"JM5J+8F8, 255, Wadi Ibn Hashbal 62917, Saudi Arabia",ChIJ10KWhTA3-xUR7_yxM5Jt6yo,https://maps.app.goo.gl/ZWaCBzrSuvyCPM9D9,"https://www.google.com/maps?q=18.6082742,42.6811212",
182,AS226,ابها,المصيف,Operation,18.2616684,42.4996719,dropped_pin,,,,https://goo.gl/maps/s1ykbLUWawUFx5NA7,"https://www.google.com/maps?q=18.2616684,42.4996719",
183,MK036,مكة,محطة حلي,Operation,18.7877941,41.3590202,dropped_pin,,,,https://maps.app.goo.gl/Q87z9kZ58JN1EMdUA,"https://www.google.com/maps?q=18.7877941,41.3590202",تنبيه: الموقع يبعد ~333 كم عن مكة — تحقق من صحة الرابط في الجدول
184,JA058,جازان,أبو عريش جازان زيارة ام الغلف,Operation,16.9437166,42.8743031,dropped_pin,,,,https://maps.app.goo.gl/s9Msko22UKnrJ2qQ8,"https://www.google.com/maps?q=16.9437166,42.8743031",
185,AS287,عسير,عقبة شعار,Operation,18.482235,42.3808346,dropped_pin,,,,https://maps.app.goo.gl/rwxPGN2JL4GaRX9K7?g_st=iwb,"https://www.google.com/maps?q=18.4822350,42.3808346",
186,MK057,مكة,الريان-الجموم,Operation,21.687189,39.9409578,dropped_pin,,,,https://maps.app.goo.gl/NEXWXpEVVXTwornD9,"https://www.google.com/maps?q=21.6871890,39.9409578",
187,TB146,تبوك,القادسية,Operation,28.429889,36.502,dropped_pin,,,,https://maps.app.goo.gl/7ZNAUu7L6vtQ2bX17,"https://www.google.com/maps?q=28.4298890,36.5020000",
188,JA234,جازان,محطة الرحاب (البشاير),Operation,16.8784986,42.6060855,google_place,Gas Station,"VJH4+9CW, King Faisal Rd, As Suways, Jazan 82625, Saudi Arabia",ChIJD3QCyBXjBxYR_D3P8nhc6lA,https://maps.app.goo.gl/uQTUEdvKbKTf1nA47?g_st=aw,"https://www.google.com/maps?q=16.8784986,42.6060855",
189,JA353,جازان,محطة الحنيني-صامطة,Operation,16.585843,42.817172,dropped_pin,,,,https://maps.app.goo.gl/iaHkd6FHWGTfFLRF7,"https://www.google.com/maps?q=16.5858430,42.8171720",
190,MK317,الطائف,وادي وج,Operation,21.2469407,40.3785565,dropped_pin,,,,https://maps.app.goo.gl/uvPENCwH85a8TepcA?g_st=iw,"https://www.google.com/maps?q=21.2469407,40.3785565",
191,تحت التوثيق,خميس مشيط,الوادين أحد رفيده ـ عسير,Operation,18.0794062,42.775329,google_place,3QHG+Q43,"3QHG+Q43، العقالة 62236, Saudi Arabia",ChIJ8-juWr2k_BURnciuqpCm-gQ,https://maps.app.goo.gl/f6KQE9iYiVHmBSxeA,"https://www.google.com/maps?q=18.0794062,42.7753290",
192,MK038,الطائف,محطة القديرة,Operation,,,,,,,,,لا يوجد رابط لوكيشن في الجدول
193,MK039,رابغ,محطة الجود / رابغ,Operation,22.7737598,39.0373154,dropped_pin,,,,https://maps.app.goo.gl/vQyFVVi4dCgogwkYA,"https://www.google.com/maps?q=22.7737598,39.0373154",
194,MK048,عشيرة,عشيرة,Operation,21.7510803,40.6540025,google_place,8961 4420,"TGUA8961, 8961 4420, 2165, Ashayrah 26386, Saudi Arabia",ChIJJ76Cy1-t6xURjBkuiufuJ_M,https://maps.app.goo.gl/2n8s66vt6gYdXaPf8,"https://www.google.com/maps?q=21.7510803,40.6540025",
195,MK098,الطائف,وادي جليل,Operation,21.3878465,40.5205869,google_place,محطة الخماش للمواد البترولية - الشواحط,"قرية الشواحط, C31, Taif 26556, Saudi Arabia",ChIJG-K9qC8p6hURy0QphPzdbhg,https://maps.app.goo.gl/HidRQsVqZvJq5NXw8,"https://www.google.com/maps?q=21.3878465,40.5205869",
196,MK143,الطائف,مدينة الورود,Operation,21.378806,40.431735,dropped_pin,,,,https://maps.app.goo.gl/syRQo5bWzMMJ9XP8A,"https://www.google.com/maps?q=21.3788060,40.4317350",
197,RY147,الرياض,حوطة بني تميم,Operation,23.508846,46.905824,dropped_pin,,,,https://maps.app.goo.gl/7ZEMAE6D1TAecuhWA,"https://www.google.com/maps?q=23.5088460,46.9058240",تنبيه: الموقع يبعد ~135 كم عن الرياض — تحقق من صحة الرابط في الجدول
198,TB148,تبوك,بئر بن هرماس,Operation,28.865776,36.22865,dropped_pin,,,,https://maps.app.goo.gl/qUSbLwFti2wfzk5f7,"https://www.google.com/maps?q=28.8657760,36.2286500",
199,RY149,الدلم,طريق الحاير,Operation,23.761945,46.955846,dropped_pin,,,,https://maps.app.goo.gl/nS7Ujb35EqQivfcRA,"https://www.google.com/maps?q=23.7619450,46.9558460",
200,MK150,جدة,حداء-بحره,Operation,21.441663,39.540666,dropped_pin,,,,https://maps.app.goo.gl/5BBzj7ExUDDgYBNp9,"https://www.google.com/maps?q=21.4416630,39.5406660",
201,JA187,جازان,محطة درب الناصرية ( أبو عريش ),Operation,16.989283,42.817244,dropped_pin,,,,https://maps.app.goo.gl/8bVhNexMQ4FZoXpKA,"https://www.google.com/maps?q=16.9892830,42.8172440",
202,AS189,عسير,محطة الخزامى بيشه,Operation,20.0104946,42.618366,google_place,Fuel bin Hamad station,"Alkhuzama, Bisha 67711, Saudi Arabia",ChIJM6pkXeMr8BUR1SKJQ9sX2OI,https://maps.app.goo.gl/DeXvxtcYfpn97mMGA,"https://www.google.com/maps?q=20.0104946,42.6183660",
203,AS193,خميس مشيط,طريق المئة,Operation,18.2368927,42.6818576,google_place,كوفي المزرعه 🌴 the farm,"حي النجاح، AGAA3505، 3505 طريق الامير سلطان، 8973، خميس مشيط 62217, Saudi Arabia",ChIJB1I_QACp_BURwAR167Ujj00,https://maps.app.goo.gl/h7Syc4Q85xbjaoKY9?g_st=iw,"https://www.google.com/maps?q=18.2368927,42.6818576",
204,AB254,ابها,محطة الزهور,Operation,18.3199113,42.6133077,dropped_pin,,,,https://maps.app.goo.gl/ow1jGXUN3T8R2bhb8?g_st=iw,"https://www.google.com/maps?q=18.3199113,42.6133077",
205,RY312,الرياض,محطة الغروب,Operation,24.5551148,46.4962545,dropped_pin,,,,https://maps.app.goo.gl/M8b8LzA46YH1jC2P6?g_st=iw,"https://www.google.com/maps?q=24.5551148,46.4962545",
206,MK333,جدة,محطة الرويس ( شارع حائل ),Operation,21.5131898,39.1730394,google_place,6770 Hael,"JBRB6770, 6770 Hael, 4127, AR Ruwais District, Jeddah 23213, Saudi Arabia",ChIJVa6jmJfPwxUReEUwV0GEbSE,https://maps.app.goo.gl/7dBhK1JDuEPXjpgt6?g_st=iw,"https://www.google.com/maps?q=21.5131898,39.1730394",
207,MK334,الطائف,صناعية الطائف,Operation,,,,,,,,,لا يوجد رابط لوكيشن في الجدول
208,EP336,الدمام,طيبة الدمام,Operation,26.3582522,50.0670925,dropped_pin,,,,https://maps.app.goo.gl/HbNJ6ZSZkRh9emEQ7,"https://www.google.com/maps?q=26.3582522,50.0670925",
209,MK339,جدة,محطة الشاطئ,Operation,21.5831673,39.1254104,dropped_pin,,,,https://maps.app.goo.gl/oBAW4S4XTLcQUuFZ9?g_st=iw,"https://www.google.com/maps?q=21.5831673,39.1254104",
210,AS354,خميس مشيط,محطة الواحة,Operation,18.3336548,42.6868992,dropped_pin,,,,https://maps.app.goo.gl/yrUqSdJMZJ38wnhy6?g_st=iw,"https://www.google.com/maps?q=18.3336548,42.6868992",
211,RY355,الرياض,محطة العريجاء,Operation,24.5779232,46.5786213,google_place,محطة الصباح,"6588 Bilal Ibn Rabah, 6588, 2254, Riyadh 14921, Saudi Arabia",ChIJ-e6hldgZLz4RBE4rJBabt4Y,https://maps.app.goo.gl/WUviPFVrgT7f9omx9?g_st=iw,"https://www.google.com/maps?q=24.5779232,46.5786213",نفس الرابط مستخدم أيضًا للمحطة: RY356 — تحقق من الجدول
212,RY356,الرياض,محطة المونسية,Operation,24.5779232,46.5786213,google_place,محطة الصباح,"6588 Bilal Ibn Rabah, 6588, 2254, Riyadh 14921, Saudi Arabia",ChIJ-e6hldgZLz4RBE4rJBabt4Y,https://maps.app.goo.gl/WUviPFVrgT7f9omx9?g_st=iw,"https://www.google.com/maps?q=24.5779232,46.5786213",نفس الرابط مستخدم أيضًا للمحطة: RY355 — تحقق من الجدول
213,JA357,جازان,محطة الريث,Operation,17.6407774,42.7544677,dropped_pin,,,,https://maps.app.goo.gl/Rzuzjmr8cTPWAujz7?g_st=iw,"https://www.google.com/maps?q=17.6407774,42.7544677",
214,AS359,عسير,المصيف خميس مشيط,Operation,,,,,,,,,لا يوجد رابط لوكيشن في الجدول
215,MK314,مكة,قوس النصر-الخالدية,Franchises,21.402652,39.809365,dropped_pin,,,,https://maps.app.goo.gl/vZKhCykEp7s7pxQX8,"https://www.google.com/maps?q=21.4026520,39.8093650",
216,EP329,حفر الباطن,محطة الورود,Franchises,28.300298,45.947207,dropped_pin,,,,https://maps.app.goo.gl/5CdfZdUp26V1hYEHA,"https://www.google.com/maps?q=28.3002980,45.9472070",
217,JA157,جازان,ديبر,Franchises,16.928832,43.118334,dropped_pin,,,,https://maps.app.goo.gl/wEUGzJW9ZJTQABBN8,"https://www.google.com/maps?q=16.9288320,43.1183340",
218,JA152,جازان,أبو سبيلة-العارضة,Franchises,16.9148786,43.092372,dropped_pin,,,,https://maps.app.goo.gl/VvYiUXMtHmQnEAyRA,"https://www.google.com/maps?q=16.9148786,43.0923720",
219,JA209,جازان,ضمد-الظبية,Franchises,17.0507214,42.7200959,google_place,محطة صديق الطريق,"3P2C+72Q، طريق صنبه, Damad Saudi Arabia",ChIJiYmtagBZ_RURJH3U_hyF6Jw,https://maps.app.goo.gl/u4JQsCJctwE7ED4d8?g_st=iw,"https://www.google.com/maps?q=17.0507214,42.7200959",
220,AS328,محايل عسير,خميس البحر,Franchises,18.00677,41.900188,dropped_pin,,,,https://maps.app.goo.gl/SNa6GqCdjzbRKh386,"https://www.google.com/maps?q=18.0067700,41.9001880",
